295 762 294
58 57 177
107 823 105
149 32 148
32 148 31
631 291 292
748 747 283
268 267 734
737 276 275
278 279 738
279 738 739
285 750 286
264 265 266
736 270 274
628 284 283
735 736 268
270 271 737
271 737 272
263 732 264
732 264 733
749 748 283
278 277 743
735 734 733
733 623 735
276 737 738
732 731 263
347 243 348
243 348 244
154 155 373
271 270 273
270 273 274
272 273 271
371 370 439
286 289 631
274 739 273
740 274 739
731 265 730
750 374 375
622 731 621
621 355 622
243 707 706
244 243 707
333 335 334
344 242 345
277 742 743
744 280 279
159 157 158
160 161 374
746 747 282
747 282 283
745 746 282
280 745 281
277 741 742
744 279 278
280 744 745
745 282 281
274 736 737
737 275 274
740 275 274
276 275 741
275 741 740
741 277 276
742 741 371
142 27 28
141 142 27
629 630 286
627 282 281
356 630 631
631 355 356
698 699 697
368 369 437
369 437 438
43 157 42
729 263 728
627 626 357
626 357 356
357 356 627
436 435 736
832 31 30
263 262 730
262 730 729
153 154 373
373 372 153
37 153 38
630 631 286
104 823 105
623 735 624
736 624 735
626 625 738
624 736 625
625 736 737
737 625 738
374 749 748
149 150 372
628 627 356
1 0 116
437 737 436
738 737 437
437 368 738
832 885 833
839 840 47
47 46 839
48 163 49
163 49 164
439 370 438
370 438 369
835 37 38
372 371 146
371 146 145
722 615 721
613 717 716
752 376 753
375 752 376
374 162 375
162 375 165
750 375 752
57 56 175
164 165 162
153 38 154
38 154 39
168 375 169
376 375 169
436 130 131
169 170 376
167 168 375
54 170 171
163 48 162
100 823 879
170 171 376
57 175 176
166 167 375
76 75 858
376 171 172
108 107 426
836 837 885
128 18 129
18 129 19
47 48 161
161 160 47
174 755 754
173 376 174
376 174 754
835 833 834
833 885 835
846 845 62
845 62 60
830 831 884
823 100 101
611 610 426
119 118 432
118 432 431
119 7 6
848 847 66
134 22 133
22 133 21
137 138 438
838 837 885
161 374 162
156 157 155
34 32 33
141 27 140
134 133 437
133 436 437
132 436 133
136 137 438
138 438 139
133 132 21
35 36 834
371 141 142
439 371 141
438 439 139
136 24 137
29 145 30
156 41 40
28 144 143
143 142 28
138 139 25
143 371 142
144 143 145
143 145 371
140 141 439
145 30 146
155 373 157
151 33 150
147 372 146
33 151 34
28 29 27
833 34 834
34 834 35
144 28 145
153 372 152
372 152 151
151 372 150
837 42 838
42 838 43
833 832 32
832 32 31
147 30 146
131 132 21
135 136 24
139 26 25
28 145 29
26 139 140
26 831 830
23 24 135
134 135 23
116 15 115
15 115 13
22 23 134
125 15 126
15 126 16
26 140 27
26 27 831
27 29 831
432 120 119
148 31 147
31 147 30
35 151 34
34 833 32
835 836 885
30 832 29
835 36 37
155 39 154
39 835 38
162 161 48
97 95 96
178 534 177
29 831 832
36 835 834
157 43 158
160 46 47
40 156 39
156 39 155
46 160 159
52 168 53
168 53 169
44 158 43
43 838 44
846 62 63
45 158 44
112 6 113
4 118 3
118 3 117
68 848 849
50 164 49
164 50 165
159 45 158
46 159 45
45 838 46
52 165 50
50 52 51
167 52 168
167 166 52
166 165 52
54 169 53
169 54 170
842 51 53
173 55 172
55 173 174
865 864 85
864 85 84
56 174 55
174 56 175
826 882 881
881 825 826
54 171 172
172 54 55
841 884 885
534 60 536
536 535 534
60 61 62
60 59 534
537 184 185
177 534 59
534 182 535
64 543 542
646 647 544
537 536 61
180 534 181
181 534 182
883 843 844
647 545 544
538 62 61
539 538 62
540 539 62
541 187 540
187 540 186
61 538 537
187 188 541
183 536 182
535 182 536
183 536 184
537 184 536
63 541 540
540 63 62
756 177 178
178 757 756
189 543 542
189 646 543
542 189 188
542 541 188
174 175 755
186 540 539
186 539 538
178 179 534
179 757 178
176 755 175
176 756 755
176 177 756
57 176 177
828 882 883
826 827 882
431 430 117
883 884 829
828 829 883
844 60 845
59 844 60
77 858 76
850 68 849
69 850 68
70 551 550
853 854 78
125 124 433
124 433 123
337 338 232
338 232 233
482 483 563
483 563 564
73 74 476
663 662 568
551 71 70
481 860 482
860 482 861
854 75 74
858 478 477
848 67 66
46 838 839
72 552 551
71 72 551
82 81 850
81 850 851
47 840 48
322 321 665
66 65 544
545 544 66
545 67 66
64 847 65
847 65 66
109 825 110
824 109 825
850 69 70
118 431 117
80 81 851
851 852 80
840 49 48
67 848 68
53 54 842
844 58 57
844 57 56
480 859 479
420 601 600
840 841 49
49 50 841
50 51 841
842 843 55
843 55 56
883 884 843
54 55 842
842 841 51
841 842 884
842 843 884
882 883 844
879 848 84
848 84 83
77 76 75
690 597 596
597 596 418
56 844 843
478 859 858
859 480 860
80 79 852
79 852 853
251 715 716
250 251 715
860 80 859
80 859 79
676 677 328
328 327 676
331 333 332
853 79 78
862 861 82
861 82 81
864 795 794
571 665 570
863 862 82
879 848 847
477 858 476
858 476 74
861 792 791
862 861 792
562 563 659
685 684 591
480 560 561
561 481 480
480 481 860
790 483 565
481 563 482
81 860 80
689 595 688
86 797 87
797 87 798
864 796 795
865 864 796
564 660 659
568 791 567
314 341 313
341 313 342
313 343 312
694 230 231
345 344 309
309 308 345
8 114 7
430 116 115
596 595 689
418 596 595
602 601 421
422 602 421
417 801 416
801 417 802
795 582 796
864 863 794
862 792 793
793 863 862
581 582 677
677 676 581
793 794 863
677 678 328
861 482 791
483 791 790
482 483 791
791 565 790
416 593 592
593 592 686
416 800 799
106 105 107
83 82 863
864 863 83
581 580 795
849 850 83
848 849 83
850 82 83
263 727 728
802 801 94
799 90 89
93 92 801
92 801 800
594 417 418
418 595 594
85 86 865
86 797 865
84 83 864
880 824 825
803 802 95
802 95 94
597 690 691
417 418 802
92 93 94
800 799 91
799 91 90
799 89 88
799 798 88
798 87 88
423 103 424
423 102 101
430 114 115
1 0 3
3 117 2
262 727 263
881 882 844
844 845 881
101 423 422
416 592 591
695 599 600
600 696 695
800 92 91
845 846 881
2 3 1
6 114 113
803 96 95
109 824 108
726 352 353
826 111 112
249 349 250
430 429 114
879 98 97
727 728 432
111 110 427
421 601 420
879 99 98
109 108 427
108 427 426
119 8 7
629 356 628
114 9 115
9 115 10
880 881 846
846 847 880
430 615 616
615 616 724
114 113 0
827 826 114
114 115 827
115 828 827
91 878 92
826 113 114
826 112 113
604 422 423
423 605 604
709 708 609
425 426 609
426 427 611
613 428 612
118 17 117
17 117 16
121 11 122
11 122 12
113 429 114
104 425 103
115 116 828
19 129 130
127 16 126
712 610 611
19 130 131
828 116 117
116 1 117
260 259 725
124 25 26
26 830 124
828 117 118
118 829 828
115 116 0
2 117 1
5 111 6
0 111 5
111 6 112
11 121 10
115 0 114
6 119 5
731 622 732
16 127 17
24 25 124
434 127 126
732 731 433
430 616 725
431 725 430
621 730 731
729 261 260
13 15 14
20 19 21
727 262 261
730 621 355
128 17 127
131 19 20
131 20 21
116 16 117
124 15 125
16 116 15
8 119 9
18 128 17
12 122 13
124 14 123
14 123 13
15 124 14
13 115 12
11 115 12
122 13 123
727 432 431
734 735 264
264 733 734
11 115 10
120 10 121
10 120 9
6 114 7
121 432 120
118 119 829
17 118 119
19 119 21
18 119 19
17 119 18
5 118 119
5 4 118
4 0 5
113 0 112
121 122 830
830 829 121
23 24 122
24 124 122
830 124 122
119 9 120
433 434 125
119 121 829
119 21 121
21 121 22
122 22 23
122 121 22
878 95 94
110 109 427
421 99 420
99 420 98
615 719 720
879 878 97
878 97 95
106 105 425
425 426 106
609 608 424
589 588 798
112 111 428
111 428 427
615 724 723
112 113 429
429 428 112
615 429 430
823 108 824
108 823 107
731 730 433
433 123 122
433 432 121
121 122 433
729 263 264
824 879 823
101 823 103
103 823 104
728 729 354
433 732 434
734 435 735
435 130 129
435 436 130
435 129 128
733 435 734
733 434 435
435 128 127
127 434 435
736 435 735
90 878 91
92 878 94
89 878 90
88 878 89
87 878 88
86 878 87
85 878 86
879 84 878
84 878 85
100 879 99
352 304 353
824 880 879
847 880 879
347 307 306
230 694 693
102 423 103
426 610 609
607 608 424
101 422 421
344 343 310
310 309 344
424 103 425
100 99 421
101 100 421
609 424 425
422 602 603
419 598 599
599 420 419
424 423 607
423 607 606
419 98 420
604 605 702
604 422 603
712 610 711
725 256 724
256 724 255
230 693 336
693 336 692
614 718 717
712 611 713
605 606 704
606 704 705
354 355 300
355 300 299
608 609 707
707 609 708
706 607 608
351 304 352
349 305 350
702 238 237
231 232 694
433 730 432
302 300 354
303 302 354
432 730 729
609 610 710
609 710 709
353 354 304
354 304 303
612 428 427
728 354 353
735 266 264
263 731 730
732 434 733
613 429 428
613 614 429
265 732 731
733 265 732
356 626 625
356 625 624
356 624 623
683 589 590
682 683 589
356 355 623
355 623 622
354 730 355
352 724 351
622 732 623
732 623 733
730 354 729
728 260 729
729 728 432
724 352 725
727 726 353
726 727 431
725 726 431
260 725 261
610 711 710
236 701 702
702 237 236
727 353 728
615 721 720
723 722 615
337 322 336
717 613 614
614 718 719
615 614 719
612 611 714
715 612 613
613 716 715
265 264 730
264 729 730
715 250 714
713 249 712
717 251 716
711 249 248
345 242 346
325 324 335
324 335 323
247 710 709
697 233 234
246 348 248
722 723 257
717 252 718
252 718 254
253 254 252
256 722 721
721 720 256
257 722 256
697 696 601
726 727 261
725 726 261
351 724 253
351 253 350
726 256 257
725 726 256
248 349 249
723 724 257
258 257 726
348 248 349
244 348 246
244 246 245
248 247 246
709 247 246
709 246 245
724 258 257
242 344 241
349 250 252
349 350 252
252 350 253
251 717 252
727 258 726
724 725 258
724 255 254
719 720 255
255 254 719
728 258 727
729 262 261
720 255 256
259 728 260
259 258 725
258 728 259
724 254 253
254 718 719
319 320 662
243 346 242
333 686 687
308 307 346
307 346 347
345 308 346
661 662 318
346 243 347
660 317 316
341 237 342
237 342 239
239 343 240
314 341 315
341 315 340
702 605 703
312 311 343
311 343 310
343 313 342
685 333 332
332 684 685
685 686 333
239 237 238
344 240 343
341 235 237
605 704 703
341 234 235
661 317 660
603 701 604
698 697 601
705 706 607
705 606 607
705 242 241
706 705 243
705 243 242
241 705 704
704 241 240
601 698 602
699 602 698
685 591 592
697 696 233
240 239 703
238 703 702
239 238 703
235 234 699
603 701 700
700 602 603
700 602 699
240 704 703
236 235 699
699 700 236
236 700 701
600 601 696
234 697 699
690 691 692
662 319 318
694 693 599
598 599 693
694 599 695
688 594 595
692 598 693
691 692 598
597 419 598
598 691 597
331 327 330
331 681 682
231 232 337
583 796 584
574 793 573
578 794 579
330 679 680
331 327 333
327 333 326
416 417 593
593 417 594
593 594 688
593 687 688
686 687 593
590 589 798
798 799 590
684 591 683
591 683 590
316 315 340
317 339 316
317 338 339
662 566 567
662 661 566
663 662 320
341 234 340
234 339 233
340 234 339
338 321 319
319 321 320
233 338 339
689 688 334
688 687 334
687 334 333
661 318 317
335 334 689
690 689 335
692 690 335
335 692 336
336 323 335
322 336 323
316 339 340
678 329 328
570 569 664
569 664 568
317 318 338
321 320 664
664 665 321
338 319 318
337 321 338
664 663 320
333 325 335
673 326 325
672 325 577
322 321 337
672 577 578
661 660 565
660 565 564
579 674 578
674 578 673
681 330 680
331 681 330
791 565 566
566 567 791
664 663 568
665 664 570
572 571 666
575 793 574
322 572 573
573 323 322
569 792 570
792 569 791
566 661 565
569 791 568
571 792 570
793 575 577
575 577 576
324 323 576
323 575 576
575 574 323
794 577 793
580 795 794
794 579 580
584 796 585
572 322 666
574 573 323
582 796 583
581 582 795
572 792 571
793 572 792
573 793 572
794 578 577
672 673 325
325 577 324
577 324 576
676 580 581
588 587 798
798 587 797
586 797 587
797 586 796
585 796 586
676 675 580
675 579 580
327 675 676
675 674 579
582 678 677
682 588 589
681 682 588
582 583 678
678 679 583
679 584 583
679 585 584
331 682 683
679 680 585
680 586 585
681 586 680
681 587 586
587 588 681
673 674 326
325 333 326
327 328 329
329 330 327
327 326 675
326 674 675
329 678 679
679 330 329
98 97 96
269 736 270
99 98 97
31 32 30
142 144 143
29 27 26
23 24 22
107 0 108
123 125 124
849 850 848
109 0 110
108 0 109
99 100 98
110 0 111
15 17 16
3 2 4
261 260 262
686 687 688
692 691 693
572 574 573
